Property Name,Visits,Values Accumulated,Trial Number,Position Number 
leicester_square,222,48840,8315,26
Water_works,228,18240,8316,28
Supertax,188,188000,8317,38
White_chapel,182,7280,8318,3
King_cross_station,202,50500,8319,5
White_hall,216,21600,8320,13
Fleet_street,213,38340,8321,23
Third_community_chest,201,201,8322,33
White_chapel,183,7320,8323,3
Euston,192,11520,8324,8
Northhumber,198,23760,8325,14
Vine_street,230,36800,8326,19
leicester_square,223,49060,8327,26
Go_to_jail,210,210,8328,30
Free_parking,239,239,8329,20
Regent_street,229,59540,8330,31
Mayfair,199,99500,8331,39
Pentoville,221,17680,8332,9
Pall_mall,193,19300,8333,11
White_hall,217,21700,8334,13
Fleet_street,214,38520,8335,23
Water_works,229,18320,8336,28
Mayfair,200,100000,8337,39
King_cross_station,203,50750,8338,5
Maryleborne_station,200,50000,8339,15
leicester_square,224,49280,8340,26
Parklane,212,74200,8341,37
King_cross_station,204,51000,8342,5
Bow_street,215,30100,8343,16
Fenchchurch_station,230,57500,8344,25
Picadilly,213,51120,8345,29
Third_chance,189,189,8346,36
Euston,193,11580,8347,8
Marlborough_street,202,28280,8348,18
Free_parking,240,240,8349,20
Regent_street,230,59800,8350,31
Go,187,187,8351,0
Income_Tax,201,402000,8352,4
The_angel_islington,214,12840,8353,6
Pentoville,222,17760,8354,9
Bow_street,216,30240,8355,16
Transfalgar_square,214,42800,8356,24
Picadilly,214,51360,8357,29
Third_community_chest,202,202,8358,33
King_cross_station,205,51250,8359,5
Euston,194,11640,8360,8
Electric_company,223,17840,8361,12
Vine_street,231,36960,8362,19
Fenchchurch_station,231,57750,8363,25
Third_chance,190,190,8364,36
White_chapel,184,7360,8365,3
Pentoville,223,17840,8366,9
Maryleborne_station,201,50250,8367,15
Second_chance,256,256,8368,22
Transfalgar_square,215,43000,8369,24
Liverpool_station,182,45500,8370,35
Supertax,189,189000,8371,38
Go,188,188,8372,0
Just_visiting,200,200,8373,10
Northhumber,199,23880,8374,14
Strand,242,43560,8375,21
Picadilly,215,51600,8376,29
Regent_street,231,60060,8377,31
Third_community_chest,203,203,8378,33
Go,189,189,8379,0
Income_Tax,202,404000,8380,4
Just_visiting,201,201,8381,10
Northhumber,200,24000,8382,14
Vine_street,232,37120,8383,19
Picadilly,216,51840,8384,29
Old_kent,185,3700,8385,1
First_chance,185,185,8386,7
Maryleborne_station,202,50500,8387,15
Free_parking,241,241,8388,20
Go_to_jail,211,211,8389,30
Marlborough_street,203,28420,8390,18
Fenchchurch_station,232,58000,8391,25
Parklane,213,74550,8392,37
King_cross_station,206,51500,8393,5
White_hall,218,21800,8394,13
Strand,243,43740,8395,21
Conventry_street,223,49060,8396,27
Third_community_chest,204,204,8397,33
Old_kent,186,3720,8398,1
Euston,195,11700,8399,8
Electric_company,224,17920,8400,12
Second_community_chest,204,204,8401,17
Second_chance,257,257,8402,22
Fenchchurch_station,233,58250,8403,25
Bond_street,212,59360,8404,34
The_angel_islington,215,12900,8405,6
Just_visiting,202,202,8406,10
Bow_street,217,30380,8407,16
Marlborough_street,204,28560,8408,18
Free_parking,242,242,8409,20
leicester_square,225,49500,8410,26
Supertax,190,190000,8411,38
Pentoville,224,17920,8412,9
Second_community_chest,205,205,8413,17
Second_chance,258,258,8414,22
Transfalgar_square,216,43200,8415,24
Go_to_jail,212,212,8416,30
Northhumber,201,24120,8417,14
leicester_square,226,49720,8418,26
Parklane,214,74900,8419,37
King_cross_station,207,51750,8420,5
White_hall,219,21900,8421,13
Transfalgar_square,217,43400,8422,24
Oxford_street,219,56940,8423,32
Old_kent,187,3740,8424,1
Electric_company,225,18000,8425,12
Free_parking,243,243,8426,20
Fenchchurch_station,234,58500,8427,25
Third_community_chest,205,205,8428,33
Old_kent,188,3760,8429,1
The_angel_islington,216,12960,8430,6
Bow_street,218,30520,8431,16
Free_parking,244,244,8432,20
Fleet_street,215,38700,8433,23
Liverpool_station,183,45750,8434,35
Go,190,190,8435,0
Pentoville,225,18000,8436,9
Free_parking,245,245,8437,20
Conventry_street,224,49280,8438,27
Bond_street,213,59640,8439,34
Supertax,191,191000,8440,38
The_angel_islington,217,13020,8441,6
Euston,196,11760,8442,8
Free_parking,246,246,8443,20
leicester_square,227,49940,8444,26
Go_to_jail,213,213,8445,30
Maryleborne_station,203,50750,8446,15
Marlborough_street,205,28700,8447,18
leicester_square,228,50160,8448,26
Picadilly,217,52080,8449,29
Liverpool_station,184,46000,8450,35
Parklane,215,75250,8451,37
The_angel_islington,218,13080,8452,6
Second_community_chest,206,206,8453,17
Water_works,230,18400,8454,28
Go_to_jail,214,214,8455,30
Bow_street,219,30660,8456,16
Vine_street,233,37280,8457,19
Second_chance,259,259,8458,22
Fenchchurch_station,235,58750,8459,25
Third_community_chest,206,206,8460,33
Supertax,192,192000,8461,38
King_cross_station,208,52000,8462,5
Pall_mall,194,19400,8463,11
Second_chance,260,260,8464,22
Third_community_chest,207,207,8465,33
King_cross_station,209,52250,8466,5
Just_visiting,203,203,8467,10
Bow_street,220,30800,8468,16
leicester_square,229,50380,8469,26
Third_chance,191,191,8470,36
Income_Tax,203,406000,8471,4
Northhumber,202,24240,8472,14
Second_chance,261,261,8473,22
Regent_street,232,60320,8474,31
White_chapel,185,7400,8475,3
Euston,197,11820,8476,8
Vine_street,234,37440,8477,19
Transfalgar_square,218,43600,8478,24
Go_to_jail,215,215,8479,30
Second_chance,262,262,8480,22
Picadilly,218,52320,8481,29
Bond_street,214,59920,8482,34
First_community_chest,184,184,8483,2
Income_Tax,204,408000,8484,4
Just_visiting,204,204,8485,10
White_hall,220,22000,8486,13
Bow_street,221,30940,8487,16
Transfalgar_square,219,43800,8488,24
Regent_street,233,60580,8489,31
Mayfair,201,100500,8490,39
First_chance,186,186,8491,7
White_hall,221,22100,8492,13
Strand,244,43920,8493,21
Fleet_street,216,38880,8494,23
leicester_square,230,50600,8495,26
Parklane,216,75600,8496,37
Old_kent,189,3780,8497,1
Electric_company,226,18080,8498,12
Maryleborne_station,204,51000,8499,15
Fleet_street,217,39060,8500,23
Fenchchurch_station,236,59000,8501,25
Bond_street,215,60200,8502,34
Old_kent,190,3800,8503,1
The_angel_islington,219,13140,8504,6
Marlborough_street,206,28840,8505,18
Free_parking,247,247,8506,20
Transfalgar_square,220,44000,8507,24
Bond_street,216,60480,8508,34
Go,191,191,8509,0
Just_visiting,205,205,8510,10
Strand,245,44100,8511,21
Water_works,231,18480,8512,28
Mayfair,202,101000,8513,39
Pentoville,226,18080,8514,9
Bow_street,222,31080,8515,16
Strand,246,44280,8516,21
Picadilly,219,52560,8517,29
Regent_street,234,60840,8518,31
Go,192,192,8519,0
Pentoville,227,18160,8520,9
Second_community_chest,207,207,8521,17
Strand,247,44460,8522,21
Water_works,232,18560,8523,28
Bond_street,217,60760,8524,34
Mayfair,203,101500,8525,39
Old_kent,191,3820,8526,1
King_cross_station,210,52500,8527,5
Electric_company,227,18160,8528,12
Strand,248,44640,8529,21
Third_community_chest,208,208,8530,33
Third_chance,192,192,8531,36
Old_kent,192,3840,8532,1
The_angel_islington,220,13200,8533,6
Euston,198,11880,8534,8
Maryleborne_station,205,51250,8535,15
Conventry_street,225,49500,8536,27
Parklane,217,75950,8537,37
Old_kent,193,3860,8538,1
White_chapel,186,7440,8539,3
Northhumber,203,24360,8540,14
Fleet_street,218,39240,8541,23
Oxford_street,220,57200,8542,32
Liverpool_station,185,46250,8543,35
Mayfair,204,102000,8544,39
First_community_chest,185,185,8545,2
Electric_company,228,18240,8546,12
Marlborough_street,207,28980,8547,18
Picadilly,220,52800,8548,29
Parklane,218,76300,8549,37
Income_Tax,205,410000,8550,4
The_angel_islington,221,13260,8551,6
Bow_street,223,31220,8552,16
Fleet_street,219,39420,8553,23
Regent_street,235,61100,8554,31
Liverpool_station,186,46500,8555,35
Mayfair,205,102500,8556,39
Euston,199,11940,8557,8
Free_parking,248,248,8558,20
Transfalgar_square,221,44200,8559,24
Third_chance,193,193,8560,36
Go,193,193,8561,0
Just_visiting,206,206,8562,10
Free_parking,249,249,8563,20
Conventry_street,226,49720,8564,27
Third_chance,194,194,8565,36
The_angel_islington,222,13320,8566,6
Bow_street,224,31360,8567,16
Strand,249,44820,8568,21
Third_community_chest,209,209,8569,33
Liverpool_station,187,46750,8570,35
Parklane,219,76650,8571,37
First_chance,187,187,8572,7
Second_community_chest,208,208,8573,17
Conventry_street,227,49940,8574,27
Third_community_chest,210,210,8575,33
Old_kent,194,3880,8576,1
Euston,200,12000,8577,8
Just_visiting,207,207,8578,10
Strand,250,45000,8579,21
leicester_square,231,50820,8580,26
Liverpool_station,188,47000,8581,35
King_cross_station,211,52750,8582,5
White_hall,222,22200,8583,13
Marlborough_street,208,29120,8584,18
Free_parking,250,250,8585,20
Water_works,233,18640,8586,28
Bond_street,218,61040,8587,34
Parklane,220,77000,8588,37
Euston,201,12060,8589,8
Northhumber,204,24480,8590,14
leicester_square,232,51040,8591,26
Oxford_street,221,57460,8592,32
Parklane,221,77350,8593,37
Go,194,194,8594,0
Euston,202,12120,8595,8
Vine_street,235,37600,8596,19
Strand,251,45180,8597,21
Water_works,234,18720,8598,28
Go,195,195,8599,0
King_cross_station,212,53000,8600,5
Pentoville,228,18240,8601,9
Vine_street,236,37760,8602,19
leicester_square,233,51260,8603,26
Go_to_jail,216,216,8604,30
Second_community_chest,209,209,8605,17
Picadilly,221,53040,8606,29
Regent_street,236,61360,8607,31
Old_kent,195,3900,8608,1
First_chance,188,188,8609,7
White_hall,223,22300,8610,13
Maryleborne_station,206,51500,8611,15
Fenchchurch_station,237,59250,8612,25
Bond_street,219,61320,8613,34
The_angel_islington,223,13380,8614,6
Electric_company,229,18320,8615,12
Free_parking,251,251,8616,20
Oxford_street,222,57720,8617,32
Supertax,193,193000,8618,38
Go,196,196,8619,0
Euston,203,12180,8620,8
Maryleborne_station,207,51750,8621,15
Marlborough_street,209,29260,8622,18
Go_to_jail,217,217,8623,30
Northhumber,205,24600,8624,14
Free_parking,252,252,8625,20
Transfalgar_square,222,44400,8626,24
Bond_street,220,61600,8627,34
Third_chance,195,195,8628,36
Euston,204,12240,8629,8
Electric_company,230,18400,8630,12
Fleet_street,220,39600,8631,23
Bond_street,221,61880,8632,34
King_cross_station,213,53250,8633,5
Euston,205,12300,8634,8
Just_visiting,208,208,8635,10
Free_parking,253,253,8636,20
Fleet_street,221,39780,8637,23
Third_community_chest,211,211,8638,33
Parklane,222,77700,8639,37
White_chapel,187,7480,8640,3
Pentoville,229,18320,8641,9
Marlborough_street,210,29400,8642,18
Conventry_street,228,50160,8643,27
Liverpool_station,189,47250,8644,35
Old_kent,196,3920,8645,1
White_chapel,188,7520,8646,3
King_cross_station,214,53500,8647,5
Just_visiting,209,209,8648,10
Northhumber,206,24720,8649,14
Fleet_street,222,39960,8650,23
Oxford_street,223,57980,8651,32
Go,197,197,8652,0
Income_Tax,206,412000,8653,4
Just_visiting,210,210,8654,10
Marlborough_street,211,29540,8655,18
Fenchchurch_station,238,59500,8656,25
Parklane,223,78050,8657,37
Pentoville,230,18400,8658,9
Northhumber,207,24840,8659,14
Free_parking,254,254,8660,20
Second_chance,263,263,8661,22
Oxford_street,224,58240,8662,32
Mayfair,206,103000,8663,39
Pentoville,231,18480,8664,9
Northhumber,208,24960,8665,14
Free_parking,255,255,8666,20
Water_works,235,18800,8667,28
Mayfair,207,103500,8668,39
Just_visiting,211,211,8669,10
Electric_company,231,18480,8670,12
Second_chance,264,264,8671,22
Oxford_street,225,58500,8672,32
Third_chance,196,196,8673,36
Go,198,198,8674,0
Electric_company,232,18560,8675,12
Second_community_chest,210,210,8676,17
Water_works,236,18880,8677,28
Go,199,199,8678,0
The_angel_islington,224,13440,8679,6
Bow_street,225,31500,8680,16
Fleet_street,223,40140,8681,23
Fenchchurch_station,239,59750,8682,25
Picadilly,222,53280,8683,29
Liverpool_station,190,47500,8684,35
Go,200,200,8685,0
Electric_company,233,18640,8686,12
Free_parking,256,256,8687,20
Fenchchurch_station,240,60000,8688,25
Third_community_chest,212,212,8689,33
White_chapel,189,7560,8690,3
Pall_mall,195,19500,8691,11
Free_parking,257,257,8692,20
Oxford_street,226,58760,8693,32
Income_Tax,207,414000,8694,4
White_hall,224,22400,8695,13
Strand,252,45360,8696,21
Picadilly,223,53520,8697,29
Go,201,201,8698,0
White_chapel,190,7600,8699,3
Euston,206,12360,8700,8
Bow_street,226,31640,8701,16
Second_chance,265,265,8702,22
Transfalgar_square,223,44600,8703,24
Bond_street,222,62160,8704,34
King_cross_station,215,53750,8705,5
Northhumber,209,25080,8706,14
leicester_square,234,51480,8707,26
Oxford_street,227,59020,8708,32
Parklane,224,78400,8709,37
First_chance,189,189,8710,7
Bow_street,227,31780,8711,16
Strand,253,45540,8712,21
Water_works,237,18960,8713,28
Third_community_chest,213,213,8714,33
King_cross_station,216,54000,8715,5
Just_visiting,212,212,8716,10
Maryleborne_station,208,52000,8717,15
Transfalgar_square,224,44800,8718,24
Oxford_street,228,59280,8719,32
Bond_street,223,62440,8720,34
The_angel_islington,225,13500,8721,6
Maryleborne_station,209,52250,8722,15
Transfalgar_square,225,45000,8723,24
Conventry_street,229,50380,8724,27
Bond_street,224,62720,8725,34
Supertax,194,194000,8726,38
Old_kent,197,3940,8727,1
Pentoville,232,18560,8728,9
Electric_company,234,18720,8729,12
Second_community_chest,211,211,8730,17
Second_chance,266,266,8731,22
leicester_square,235,51700,8732,26
Supertax,195,195000,8733,38
Just_visiting,213,213,8734,10
Strand,254,45720,8735,21
leicester_square,236,51920,8736,26
Picadilly,224,53760,8737,29
Third_chance,197,197,8738,36
King_cross_station,217,54250,8739,5
First_chance,190,190,8740,7
White_hall,225,22500,8741,13
Transfalgar_square,226,45200,8742,24
leicester_square,237,52140,8743,26
Supertax,196,196000,8744,38
First_chance,191,191,8745,7
Pentoville,233,18640,8746,9
Pall_mall,196,19600,8747,11
Second_community_chest,212,212,8748,17
Transfalgar_square,227,45400,8749,24
Third_community_chest,214,214,8750,33
Mayfair,208,104000,8751,39
First_community_chest,186,186,8752,2
Just_visiting,214,214,8753,10
Vine_street,237,37920,8754,19
Fleet_street,224,40320,8755,23
Liverpool_station,191,47750,8756,35
Go,202,202,8757,0
Pentoville,234,18720,8758,9
Second_community_chest,213,213,8759,17
Strand,255,45900,8760,21
Third_community_chest,215,215,8761,33
King_cross_station,218,54500,8762,5
Pall_mall,197,19700,8763,11
Northhumber,210,25200,8764,14
Transfalgar_square,228,45600,8765,24
Bond_street,225,63000,8766,34
Supertax,197,197000,8767,38
First_chance,192,192,8768,7
Pall_mall,198,19800,8769,11
Maryleborne_station,210,52500,8770,15
Strand,256,46080,8771,21
leicester_square,238,52360,8772,26
Liverpool_station,192,48000,8773,35
Parklane,225,78750,8774,37
Old_kent,198,3960,8775,1
The_angel_islington,226,13560,8776,6
Pall_mall,199,19900,8777,11
Free_parking,258,258,8778,20
Water_works,238,19040,8779,28
Go_to_jail,218,218,8780,30
White_hall,226,22600,8781,13
Second_community_chest,214,214,8782,17
Water_works,239,19120,8783,28
Supertax,198,198000,8784,38
Income_Tax,208,416000,8785,4
Maryleborne_station,211,52750,8786,15
Second_chance,267,267,8787,22
Picadilly,225,54000,8788,29
Oxford_street,229,59540,8789,32
Parklane,226,79100,8790,37
First_community_chest,187,187,8791,2
White_hall,227,22700,8792,13
Second_chance,268,268,8793,22
Regent_street,237,61620,8794,31
Supertax,199,199000,8795,38
White_chapel,191,7640,8796,3
Maryleborne_station,212,53000,8797,15
Second_community_chest,215,215,8798,17
Conventry_street,230,50600,8799,27
Oxford_street,230,59800,8800,32
Income_Tax,209,418000,8801,4
White_hall,228,22800,8802,13
Vine_street,238,38080,8803,19
Picadilly,226,54240,8804,29
Supertax,200,200000,8805,38
The_angel_islington,227,13620,8806,6
Maryleborne_station,213,53250,8807,15
Conventry_street,231,50820,8808,27
Supertax,201,201000,8809,38
King_cross_station,219,54750,8810,5
Northhumber,211,25320,8811,14
Transfalgar_square,229,45800,8812,24
Regent_street,238,61880,8813,31
White_chapel,192,7680,8814,3
Euston,207,12420,8815,8
Bow_street,228,31920,8816,16
Water_works,240,19200,8817,28
Parklane,227,79450,8818,37
Old_kent,199,3980,8819,1
Electric_company,235,18800,8820,12
Second_chance,269,269,8821,22
Water_works,241,19280,8822,28
Oxford_street,231,60060,8823,32
White_chapel,193,7720,8824,3
The_angel_islington,228,13680,8825,6
Pentoville,235,18800,8826,9
Strand,257,46260,8827,21
Conventry_street,232,51040,8828,27
Go_to_jail,219,219,8829,30
Second_community_chest,216,216,8830,17
Conventry_street,233,51260,8831,27
Go_to_jail,220,220,8832,30
Vine_street,239,38240,8833,19
Picadilly,227,54480,8834,29
Mayfair,209,104500,8835,39
Pentoville,236,18880,8836,9
White_hall,229,22900,8837,13
Fenchchurch_station,241,60250,8838,25
Conventry_street,234,51480,8839,27
Parklane,228,79800,8840,37
The_angel_islington,229,13740,8841,6
White_hall,230,23000,8842,13
Strand,258,46440,8843,21
Third_community_chest,216,216,8844,33
Go,203,203,8845,0
Pentoville,237,18960,8846,9
Vine_street,240,38400,8847,19
Second_chance,270,270,8848,22
Regent_street,239,62140,8849,31
Mayfair,210,105000,8850,39
Just_visiting,215,215,8851,10
Marlborough_street,212,29680,8852,18
leicester_square,239,52580,8853,26
Bond_street,226,63280,8854,34
King_cross_station,220,55000,8855,5
Pentoville,238,19040,8856,9
Maryleborne_station,214,53500,8857,15
leicester_square,240,52800,8858,26
Parklane,229,80150,8859,37
Income_Tax,210,420000,8860,4
First_chance,193,193,8861,7
Just_visiting,216,216,8862,10
Northhumber,212,25440,8863,14
Strand,259,46620,8864,21
Water_works,242,19360,8865,28
Supertax,202,202000,8866,38
Pentoville,239,19120,8867,9
Second_community_chest,217,217,8868,17
Water_works,243,19440,8869,28
Mayfair,211,105500,8870,39
King_cross_station,221,55250,8871,5
Northhumber,213,25560,8872,14
Vine_street,241,38560,8873,19
Water_works,244,19520,8874,28
Supertax,203,203000,8875,38
Go,204,204,8876,0
Just_visiting,217,217,8877,10
Electric_company,236,18880,8878,12
Strand,260,46800,8879,21
Picadilly,228,54720,8880,29
Oxford_street,232,60320,8881,32
White_chapel,194,7760,8882,3
Electric_company,237,18960,8883,12
Second_chance,271,271,8884,22
Bond_street,227,63560,8885,34
King_cross_station,222,55500,8886,5
Pall_mall,200,20000,8887,11
White_hall,231,23100,8888,13
Strand,261,46980,8889,21
Third_community_chest,217,217,8890,33
White_chapel,195,7800,8891,3
Pentoville,240,19200,8892,9
Maryleborne_station,215,53750,8893,15
Free_parking,259,259,8894,20
Conventry_street,235,51700,8895,27
Third_chance,198,198,8896,36
Go,205,205,8897,0
First_chance,194,194,8898,7
Marlborough_street,213,29820,8899,18
Go_to_jail,221,221,8900,30
Vine_street,242,38720,8901,19
Regent_street,240,62400,8902,31
Go,206,206,8903,0
Pentoville,241,19280,8904,9
Free_parking,260,260,8905,20
Conventry_street,236,51920,8906,27
Bond_street,228,63840,8907,34
Old_kent,200,4000,8908,1
King_cross_station,223,55750,8909,5
Maryleborne_station,216,54000,8910,15
leicester_square,241,53020,8911,26
Water_works,245,19600,8912,28
Oxford_street,233,60580,8913,32
Liverpool_station,193,48250,8914,35
Parklane,230,80500,8915,37
Pentoville,242,19360,8916,9
Vine_street,243,38880,8917,19
Go_to_jail,222,222,8918,30
Marlborough_street,214,29960,8919,18
Second_chance,272,272,8920,22
Water_works,246,19680,8921,28
Regent_street,241,62660,8922,31
Go,207,207,8923,0
First_chance,195,195,8924,7
Bow_street,229,32060,8925,16
Fleet_street,225,40500,8926,23
Fenchchurch_station,242,60500,8927,25
Third_community_chest,218,218,8928,33
King_cross_station,224,56000,8929,5
Pentoville,243,19440,8930,9
Pall_mall,201,20100,8931,11
Vine_street,244,39040,8932,19
Picadilly,229,54960,8933,29
Third_community_chest,219,219,8934,33
Third_chance,199,199,8935,36
First_community_chest,188,188,8936,2
Just_visiting,218,218,8937,10
Maryleborne_station,217,54250,8938,15
Transfalgar_square,230,46000,8939,24
Third_community_chest,220,220,8940,33
White_chapel,196,7840,8941,3
Electric_company,238,19040,8942,12
Marlborough_street,215,30100,8943,18
Strand,262,47160,8944,21
Fenchchurch_station,243,60750,8945,25
Oxford_street,234,60840,8946,32
White_chapel,197,7880,8947,3
Just_visiting,219,219,8948,10
Bow_street,230,32200,8949,16
Vine_street,245,39200,8950,19
Picadilly,230,55200,8951,29
Regent_street,242,62920,8952,31
Mayfair,212,106000,8953,39
King_cross_station,225,56250,8954,5
Second_community_chest,218,218,8955,17
Strand,263,47340,8956,21
Conventry_street,237,52140,8957,27
Third_community_chest,221,221,8958,33
Supertax,204,204000,8959,38
Go,208,208,8960,0
Pentoville,244,19520,8961,9
White_hall,232,23200,8962,13
Vine_street,246,39360,8963,19
Transfalgar_square,231,46200,8964,24
Go_to_jail,223,223,8965,30
Second_community_chest,219,219,8966,17
Free_parking,261,261,8967,20
Conventry_street,238,52360,8968,27
Go_to_jail,224,224,8969,30
Second_chance,273,273,8970,22
Oxford_street,235,61100,8971,32
Liverpool_station,194,48500,8972,35
First_chance,196,196,8973,7
Marlborough_street,216,30240,8974,18
Strand,264,47520,8975,21
Conventry_street,239,52580,8976,27
Mayfair,213,106500,8977,39
King_cross_station,226,56500,8978,5
Pall_mall,202,20200,8979,11
Fleet_street,226,40680,8980,23
Liverpool_station,195,48750,8981,35
First_community_chest,189,189,8982,2
Euston,208,12480,8983,8
White_hall,233,23300,8984,13
Strand,265,47700,8985,21
Regent_street,243,63180,8986,31
White_chapel,198,7920,8987,3
Electric_company,239,19120,8988,12
Fleet_street,227,40860,8989,23
leicester_square,242,53240,8990,26
Parklane,231,80850,8991,37
Mayfair,214,107000,8992,39
White_chapel,199,7960,8993,3
Pall_mall,203,20300,8994,11
Marlborough_street,217,30380,8995,18
Strand,266,47880,8996,21
leicester_square,243,53460,8997,26
Third_community_chest,222,222,8998,33
White_chapel,200,8000,8999,3
The_angel_islington,230,13800,9000,6
Second_community_chest,220,220,9001,17
Second_chance,274,274,9002,22
Water_works,247,19760,9003,28
Parklane,232,81200,9004,37
First_community_chest,190,190,9005,2
Euston,209,12540,9006,8
Marlborough_street,218,30520,9007,18
Conventry_street,240,52800,9008,27
Picadilly,231,55440,9009,29
Bond_street,229,64120,9010,34
Income_Tax,211,422000,9011,4
Pall_mall,204,20400,9012,11
Bow_street,231,32340,9013,16
Second_chance,275,275,9014,22
Transfalgar_square,232,46400,9015,24
Picadilly,232,55680,9016,29
Third_chance,200,200,9017,36
Mayfair,215,107500,9018,39
Pall_mall,205,20500,9019,11
Northhumber,214,25680,9020,14
Transfalgar_square,233,46600,9021,24
Bond_street,230,64400,9022,34
White_chapel,201,8040,9023,3
Pall_mall,206,20600,9024,11
Maryleborne_station,218,54500,9025,15
Second_chance,276,276,9026,22
Picadilly,233,55920,9027,29
Mayfair,216,108000,9028,39
Just_visiting,220,220,9029,10
Second_community_chest,221,221,9030,17
Second_chance,277,277,9031,22
Conventry_street,241,53020,9032,27
Regent_street,244,63440,9033,31
Supertax,205,205000,9034,38
The_angel_islington,231,13860,9035,6
Marlborough_street,219,30660,9036,18
Fenchchurch_station,244,61000,9037,25
Third_community_chest,223,223,9038,33
Liverpool_station,196,49000,9039,35
Income_Tax,212,424000,9040,4
Northhumber,215,25800,9041,14
Vine_street,247,39520,9042,19
Regent_street,245,63700,9043,31
Go,209,209,9044,0
Electric_company,240,19200,9045,12
Fleet_street,228,41040,9046,23
Bond_street,231,64680,9047,34
White_chapel,202,8080,9048,3
Northhumber,216,25920,9049,14
Vine_street,248,39680,9050,19
Regent_street,246,63960,9051,31
Supertax,206,206000,9052,38
Income_Tax,213,426000,9053,4
Euston,210,12600,9054,8
White_hall,234,23400,9055,13
Marlborough_street,220,30800,9056,18
leicester_square,244,53680,9057,26
Oxford_street,236,61360,9058,32
Liverpool_station,197,49250,9059,35
Parklane,233,81550,9060,37
White_chapel,203,8120,9061,3
The_angel_islington,232,13920,9062,6
Pall_mall,207,20700,9063,11
Second_chance,278,278,9064,22
Transfalgar_square,234,46800,9065,24
Bond_street,232,64960,9066,34
Go,210,210,9067,0
First_community_chest,191,191,9068,2
Northhumber,217,26040,9069,14
Second_community_chest,222,222,9070,17
Picadilly,234,56160,9071,29
Oxford_street,237,61620,9072,32
Parklane,234,81900,9073,37
Euston,211,12660,9074,8
Electric_company,241,19280,9075,12
Vine_street,249,39840,9076,19
Strand,267,48060,9077,21
Third_community_chest,224,224,9078,33
Income_Tax,214,428000,9079,4
Just_visiting,221,221,9080,10
Second_community_chest,223,223,9081,17
Vine_street,250,40000,9082,19
Picadilly,235,56400,9083,29
Parklane,235,82250,9084,37
King_cross_station,227,56750,9085,5
Euston,212,12720,9086,8
Just_visiting,222,222,9087,10
Maryleborne_station,219,54750,9088,15
Second_chance,279,279,9089,22
Regent_street,247,64220,9090,31
First_community_chest,192,192,9091,2
Just_visiting,223,223,9092,10
Marlborough_street,221,30940,9093,18
Go_to_jail,225,225,9094,30
Bow_street,232,32480,9095,16
Vine_street,251,40160,9096,19
Regent_street,248,64480,9097,31
Third_chance,201,201,9098,36
First_community_chest,193,193,9099,2
Euston,213,12780,9100,8
Northhumber,218,26160,9101,14
Strand,268,48240,9102,21
leicester_square,245,53900,9103,26
Supertax,207,207000,9104,38
Go,211,211,9105,0
Electric_company,242,19360,9106,12
Strand,269,48420,9107,21
Conventry_street,242,53240,9108,27
Third_chance,202,202,9109,36
First_community_chest,194,194,9110,2
The_angel_islington,233,13980,9111,6
Euston,214,12840,9112,8
White_hall,235,23500,9113,13
Bow_street,233,32620,9114,16
Conventry_street,243,53460,9115,27
Go_to_jail,226,226,9116,30
Strand,270,48600,9117,21
leicester_square,246,54120,9118,26
Water_works,248,19840,9119,28
Parklane,236,82600,9120,37
The_angel_islington,234,14040,9121,6
Second_community_chest,224,224,9122,17
Strand,271,48780,9123,21
Water_works,249,19920,9124,28
Oxford_street,238,61880,9125,32
Mayfair,217,108500,9126,39
King_cross_station,228,57000,9127,5
Electric_company,243,19440,9128,12
Transfalgar_square,235,47000,9129,24
Liverpool_station,198,49500,9130,35
King_cross_station,229,57250,9131,5
Just_visiting,224,224,9132,10
Marlborough_street,222,31080,9133,18
leicester_square,247,54340,9134,26
Water_works,250,20000,9135,28
Parklane,237,82950,9136,37
The_angel_islington,235,14100,9137,6
Second_community_chest,225,225,9138,17
Fenchchurch_station,245,61250,9139,25
Liverpool_station,199,49750,9140,35
Parklane,238,83300,9141,37
The_angel_islington,236,14160,9142,6
Maryleborne_station,220,55000,9143,15
Transfalgar_square,236,47200,9144,24
leicester_square,248,54560,9145,26
Water_works,251,20080,9146,28
Go,212,212,9147,0
Pall_mall,208,20800,9148,11
Strand,272,48960,9149,21
Transfalgar_square,237,47400,9150,24
leicester_square,249,54780,9151,26
Water_works,252,20160,9152,28
Third_community_chest,225,225,9153,33
Third_chance,203,203,9154,36
Euston,215,12900,9155,8
Free_parking,262,262,9156,20
Picadilly,236,56640,9157,29
Third_community_chest,226,226,9158,33
Old_kent,201,4020,9159,1
Pentoville,245,19600,9160,9
Free_parking,263,263,9161,20
Fleet_street,229,41220,9162,23
leicester_square,250,55000,9163,26
Regent_street,249,64740,9164,31
Liverpool_station,200,50000,9165,35
The_angel_islington,237,14220,9166,6
Electric_company,244,19520,9167,12
Maryleborne_station,221,55250,9168,15
Fleet_street,230,41400,9169,23
Go_to_jail,227,227,9170,30
Marlborough_street,223,31220,9171,18
Water_works,253,20240,9172,28
Go_to_jail,228,228,9173,30
Strand,273,49140,9174,21
Transfalgar_square,238,47600,9175,24
Liverpool_station,201,50250,9176,35
Parklane,239,83650,9177,37
Old_kent,202,4040,9178,1
White_chapel,204,8160,9179,3
